dataset,image,method,psnr,ssim
APTOS,febfb20dc311.png,srcnn,37.04471895180235,0.9264407105855589
APTOS,fed5bb685832.png,bicubic,37.24124809241573,0.885945624696129
APTOS,fed5bb685832.png,espcn,36.88132346827657,0.9107597411373272
APTOS,fed5bb685832.png,fsrcnn,33.09366768900602,0.8537342580343518
APTOS,fed5bb685832.png,srcnn,37.410777025153756,0.9188797972376189
APTOS,fefded6bf135.png,bicubic,39.33005660976156,0.9001154791356685
APTOS,fefded6bf135.png,espcn,36.65545580950537,0.967282255128957
APTOS,fefded6bf135.png,fsrcnn,25.87632421518125,0.8025049591059134
APTOS,fefded6bf135.png,srcnn,42.18710260157286,0.972396781401257
APTOS,ff03f74667df.png,bicubic,37.56430377314728,0.8817553337549798
APTOS,ff03f74667df.png,espcn,37.623703909826084,0.9602508383428828
APTOS,ff03f74667df.png,fsrcnn,29.178027210306166,0.9394672046535103
APTOS,ff03f74667df.png,srcnn,37.8368328848189,0.9021618742106928
APTOS,ff1e940105f9.png,bicubic,36.231541203998574,0.8803787604330559
APTOS,ff1e940105f9.png,espcn,35.585298879858044,0.9259976310614189
APTOS,ff1e940105f9.png,fsrcnn,27.753548678385947,0.8849443636340407
APTOS,ff1e940105f9.png,srcnn,36.21191663239657,0.9215744435276463
APTOS,ff4832d55461.png,bicubic,40.4001260778519,0.8846039139333498
APTOS,ff4832d55461.png,espcn,40.866430999641175,0.9552302669810563
APTOS,ff4832d55461.png,fsrcnn,31.359862814597015,0.8690413485063507
APTOS,ff4832d55461.png,srcnn,41.38140929047061,0.9034232889298887
APTOS,ff4955e76894.png,bicubic,37.72171149462886,0.8953508292734246
APTOS,ff4955e76894.png,espcn,38.90992771823742,0.9478633449342128
APTOS,ff4955e76894.png,fsrcnn,34.44841493414546,0.8950012489424432
APTOS,ff4955e76894.png,srcnn,38.724082422356375,0.9485145368515062
APTOS,ff4cd992667b.png,bicubic,38.03982024198153,0.8993484795967137
APTOS,ff4cd992667b.png,espcn,30.73940541418274,0.9525089110542879
APTOS,ff4cd992667b.png,fsrcnn,24.540664774658243,0.7227070488031758
APTOS,ff4cd992667b.png,srcnn,36.859990866597514,0.9606164530909135
APTOS,ff59d44a70a7.png,bicubic,37.020264143404205,0.8835015238947713
APTOS,ff59d44a70a7.png,espcn,36.71940874361803,0.906452711607551
APTOS,ff59d44a70a7.png,fsrcnn,33.547844744756,0.8456268612192582
APTOS,ff59d44a70a7.png,srcnn,37.29240236716892,0.9183797419512838
APTOS,ff631653374e.png,bicubic,37.732281251307796,0.8861408561742192
APTOS,ff631653374e.png,espcn,37.61082785896292,0.9245417602225737
APTOS,ff631653374e.png,fsrcnn,30.23882653754422,0.8598571641770696
APTOS,ff631653374e.png,srcnn,38.12807753299301,0.9197917078148455
APTOS,ffc04fed30e6.png,bicubic,40.53235933245829,0.8841151011806558
APTOS,ffc04fed30e6.png,espcn,41.20681930263946,0.9571285106175824
APTOS,ffc04fed30e6.png,fsrcnn,33.115985299801515,0.8929603166782912
APTOS,ffc04fed30e6.png,srcnn,41.58378268311993,0.9072267015253349
APTOS,ffd97f8cd5aa.png,bicubic,36.94242630041299,0.8847630154334873
APTOS,ffd97f8cd5aa.png,espcn,36.41158389742872,0.9166090208614629
APTOS,ffd97f8cd5aa.png,fsrcnn,33.470931846847606,0.8724383683043747
APTOS,ffd97f8cd5aa.png,srcnn,37.12901834013,0.9208865422607593
APTOS,0024cdab0c1e.png,bicubic,37.5354824088456,0.8942125847027467
APTOS,0024cdab0c1e.png,espcn,38.74758209889261,0.9576521334986879
APTOS,0024cdab0c1e.png,fsrcnn,35.100345095909454,0.9095013459100549
APTOS,0024cdab0c1e.png,srcnn,38.473713772039005,0.9555207798563843
APTOS,00cb6555d108.png,bicubic,37.86146646950812,0.8973277608820195
APTOS,00cb6555d108.png,espcn,39.305431687604305,0.9550773736217099
APTOS,00cb6555d108.png,fsrcnn,35.9989428029655,0.9074433134032631
APTOS,00cb6555d108.png,srcnn,38.9205761541629,0.9524999763627361
APTOS,0124dffecf29.png,bicubic,36.447415211067536,0.9055358444560152
APTOS,0124dffecf29.png,espcn,36.07437367372611,0.9397654681246955
APTOS,0124dffecf29.png,fsrcnn,30.352243338531686,0.8554027940516805
APTOS,0124dffecf29.png,srcnn,36.48289841956014,0.9475368213588151
APTOS,01b3aed3ed4c.png,bicubic,37.60925354004664,0.8998496189891702
APTOS,01b3aed3ed4c.png,espcn,38.68282878860385,0.9573061007455462
APTOS,01b3aed3ed4c.png,fsrcnn,34.988106841152586,0.902596947088027
APTOS,01b3aed3ed4c.png,srcnn,38.579668706390265,0.9566786292627959
APTOS,0369f3efe69b.png,bicubic,37.40998079206806,0.9040684108846238
APTOS,0369f3efe69b.png,espcn,37.82731267951205,0.927929091099732
APTOS,0369f3efe69b.png,fsrcnn,33.86164200890571,0.878722530590239
APTOS,0369f3efe69b.png,srcnn,37.71080392091343,0.9435004186991924
APTOS,03e25101e8e8.png,bicubic,37.96837371178478,0.8937853653606376
APTOS,03e25101e8e8.png,espcn,37.94456307846548,0.9508883453393123
APTOS,03e25101e8e8.png,fsrcnn,28.218669472965043,0.8632555924127704
APTOS,03e25101e8e8.png,srcnn,38.70180057551079,0.9498307583205318
APTOS,04ac765f91a1.png,bicubic,36.92679221231701,0.899833680434437
APTOS,04ac765f91a1.png,espcn,37.180781489304096,0.944656282786469
APTOS,04ac765f91a1.png,fsrcnn,33.74767645201585,0.8860342108095222
APTOS,04ac765f91a1.png,srcnn,37.247945411393346,0.947141754913125
APTOS,059bc89df7f4.png,bicubic,37.8315786481612,0.8966107687985717
APTOS,059bc89df7f4.png,espcn,38.85233726835743,0.9510436630061995
APTOS,059bc89df7f4.png,fsrcnn,31.138773321358208,0.8902259571519856
APTOS,059bc89df7f4.png,srcnn,38.990553236030095,0.9517855445988618
APTOS,05a5183c92d0.png,bicubic,37.987950327939984,0.89719318011306
APTOS,05a5183c92d0.png,espcn,39.34277712268894,0.9543494100595978
APTOS,05a5183c92d0.png,fsrcnn,33.49007168448728,0.8896408040815946
APTOS,05a5183c92d0.png,srcnn,39.16103700856935,0.9527450048661538
APTOS,0684311afdfc.png,bicubic,37.94759508054722,0.8946149192950216
APTOS,0684311afdfc.png,espcn,39.28612748675981,0.952728079984191
APTOS,0684311afdfc.png,fsrcnn,32.63868903499241,0.9006754979074886
APTOS,0684311afdfc.png,srcnn,39.17651036314553,0.9515177901717563
APTOS,06b71823f9cd.png,bicubic,38.51820066063872,0.9058589161411313
APTOS,06b71823f9cd.png,espcn,37.75175952137829,0.9471608382849315
APTOS,06b71823f9cd.png,fsrcnn,28.954356158502872,0.848098074296526
APTOS,06b71823f9cd.png,srcnn,39.52853348468907,0.9626451862649782
APTOS,07929d32b5b3.png,bicubic,38.13108249579882,0.8967304698229267
APTOS,07929d32b5b3.png,espcn,38.13956092295699,0.9593552542587038
APTOS,07929d32b5b3.png,fsrcnn,26.421971070583268,0.8068158943173325
APTOS,07929d32b5b3.png,srcnn,39.04380174032785,0.9583565736290401
APTOS,07a1c7073982.png,bicubic,38.966187815153326,0.8976375494349056
APTOS,07a1c7073982.png,espcn,39.31624849766174,0.9614146391753314
APTOS,07a1c7073982.png,fsrcnn,27.864894901594987,0.764730087465186
APTOS,07a1c7073982.png,srcnn,41.014657379865234,0.9613289357790912
APTOS,086d41d17da8.png,bicubic,38.46232045221194,0.9030294130198118
APTOS,086d41d17da8.png,espcn,39.56533160441806,0.9368833553449717
APTOS,086d41d17da8.png,fsrcnn,34.641381626799095,0.892427861976982
APTOS,086d41d17da8.png,srcnn,39.295660542184486,0.9409147462580035
APTOS,09935d72892b.png,bicubic,38.96554125884488,0.8998682468926592
APTOS,09935d72892b.png,espcn,35.44464511431654,0.9545697591650084
APTOS,09935d72892b.png,fsrcnn,24.249783793014753,0.5807707201180915
APTOS,09935d72892b.png,srcnn,40.814544551790945,0.9647073799565838
APTOS,0a3202889f4d.png,bicubic,37.80788450838152,0.8946654158742667
APTOS,0a3202889f4d.png,espcn,39.11253234516622,0.9564824406489465
APTOS,0a3202889f4d.png,fsrcnn,33.79021321803248,0.9077027738471299
APTOS,0a3202889f4d.png,srcnn,38.97201651963418,0.9543950323778926
APTOS,0a61bddab956.png,bicubic,36.78197552933728,0.9040582903668742
APTOS,0a61bddab956.png,espcn,36.617079556201716,0.94823307215636
APTOS,0a61bddab956.png,fsrcnn,29.53371289849064,0.8494107335239924
APTOS,0a61bddab956.png,srcnn,37.09347496878143,0.9536766626651182
APTOS,0ad7f631dedb.png,bicubic,36.67948908969211,0.8971822221741089
APTOS,0ad7f631dedb.png,espcn,37.132269531757444,0.9502176073822822
APTOS,0ad7f631dedb.png,fsrcnn,32.76706471080406,0.8898985936096112
APTOS,0ad7f631dedb.png,srcnn,37.10826937238367,0.9494326177179495
APTOS,0d310aba6373.png,bicubic,38.31919281811522,0.9007533513162275
APTOS,0d310aba6373.png,espcn,39.76916432216991,0.9700627016981231
APTOS,0d310aba6373.png,fsrcnn,34.150193635382735,0.8965122290798808
APTOS,0d310aba6373.png,srcnn,39.731821572435805,0.9655196145754292
APTOS,0dc031c94225.png,bicubic,37.238926053595364,0.8943922425209988
APTOS,0dc031c94225.png,espcn,37.658169246301426,0.9449886744997021
APTOS,0dc031c94225.png,fsrcnn,33.60679733177789,0.8895042746595148
APTOS,0dc031c94225.png,srcnn,37.67926129807809,0.944449619331943
APTOS,0dce95217626.png,bicubic,38.065727425580114,0.9004764156662745
APTOS,0dce95217626.png,espcn,39.51917757277493,0.9571243309825098
APTOS,0dce95217626.png,fsrcnn,36.61799198243574,0.9068371735122338
APTOS,0dce95217626.png,srcnn,39.4252610130681,0.957166380184239
APTOS,0eb52045349f.png,bicubic,38.13561291522689,0.9036400966508005
APTOS,0eb52045349f.png,espcn,39.02936575844572,0.9364102475732531
APTOS,0eb52045349f.png,fsrcnn,35.474802950137146,0.9130863375959355
APTOS,0eb52045349f.png,srcnn,38.849628872742976,0.9499525118750863
APTOS,0f495d87656a.png,bicubic,37.915220107787164,0.895648961721024
APTOS,0f495d87656a.png,espcn,39.22577377524641,0.9522563340162735
APTOS,0f495d87656a.png,fsrcnn,34.78849508663092,0.8964631293404054
APTOS,0f495d87656a.png,srcnn,38.86344009857154,0.9501891380517596
APTOS,0fb1053285cf.png,bicubic,36.53590314384715,0.8962970874677912
APTOS,0fb1053285cf.png,espcn,36.70307093071119,0.9526604217817365
APTOS,0fb1053285cf.png,fsrcnn,28.641936253947037,0.8957881640923143
APTOS,0fb1053285cf.png,srcnn,37.11499665296423,0.9532270409418908
APTOS,101b9ebfc720.png,bicubic,36.96752774295905,0.8971295538124048
APTOS,101b9ebfc720.png,espcn,37.49736131108934,0.9563593439266276
APTOS,101b9ebfc720.png,fsrcnn,32.246982070214884,0.9035899385830368
APTOS,101b9ebfc720.png,srcnn,37.91967329378807,0.9564985711404278
APTOS,107aea0d9289.png,bicubic,38.101834708363846,0.8932044479138789
APTOS,107aea0d9289.png,espcn,39.44637469626802,0.944902726384595
APTOS,107aea0d9289.png,fsrcnn,34.3802281333641,0.875819337740594
APTOS,107aea0d9289.png,srcnn,39.272827329193404,0.944489426170397
APTOS,10f36b0239fb.png,bicubic,37.42879768468092,0.90415269863465
APTOS,10f36b0239fb.png,espcn,38.10858397946859,0.9418625364414804
APTOS,10f36b0239fb.png,fsrcnn,33.62890854827179,0.9004584113996225
APTOS,10f36b0239fb.png,srcnn,38.26837122843696,0.9567435897785063
APTOS,1116271db4ea.png,bicubic,36.91348717820357,0.8961611715384402
APTOS,1116271db4ea.png,espcn,37.61631402231482,0.9543936538244145
APTOS,1116271db4ea.png,fsrcnn,33.44845403948118,0.9074361422643772
APTOS,1116271db4ea.png,srcnn,37.584753843909475,0.954516496468004
APTOS,111898ab463d.png,bicubic,37.86085406157591,0.8950437808648936
APTOS,111898ab463d.png,espcn,39.255803216462404,0.9532188604067487
APTOS,111898ab463d.png,fsrcnn,35.270300009050466,0.8970893596748958
APTOS,111898ab463d.png,srcnn,38.87307866396593,0.9508433082754569
APTOS,12ce6a1a1f31.png,bicubic,37.48920499395473,0.8959427727084366
APTOS,12ce6a1a1f31.png,espcn,38.699378297994144,0.9531820531894604
APTOS,12ce6a1a1f31.png,fsrcnn,32.9690009500944,0.9014108270198573
APTOS,12ce6a1a1f31.png,srcnn,38.62039449748478,0.9537349872753037
APTOS,12e3f5f2cb17.png,bicubic,38.06645919522232,0.8973269536984662
APTOS,12e3f5f2cb17.png,espcn,39.73621423927467,0.9590856874816085
APTOS,12e3f5f2cb17.png,fsrcnn,35.596772276311285,0.8977846136914498
APTOS,12e3f5f2cb17.png,srcnn,39.24167605206318,0.9553935815500673
APTOS,13ab8db8c700.png,bicubic,37.23458804132537,0.8949383271925381
APTOS,13ab8db8c700.png,espcn,38.297389524484934,0.9540474832474984
APTOS,13ab8db8c700.png,fsrcnn,27.72930487727704,0.8988058214622906
APTOS,13ab8db8c700.png,srcnn,38.27203506597229,0.9534503188090021
APTOS,15cc2aef772a.png,bicubic,36.614577117065686,0.9004381217804694
APTOS,15cc2aef772a.png,espcn,33.21378766453566,0.955311326587991
APTOS,15cc2aef772a.png,fsrcnn,28.054288254567552,0.8705421853274116
APTOS,15cc2aef772a.png,srcnn,36.62846332320571,0.9525381737697679
APTOS,172df1330a60.png,bicubic,37.3958959054412,0.8977401217800584
APTOS,172df1330a60.png,espcn,38.70259423289025,0.9596124566426744
APTOS,172df1330a60.png,fsrcnn,33.21097296287897,0.9118449843609692
APTOS,172df1330a60.png,srcnn,38.67792650618654,0.9595814660903027
APTOS,17eff993386f.png,bicubic,36.33228408639669,0.8937456823716862
APTOS,17eff993386f.png,espcn,36.49235297304728,0.9406729389050059
APTOS,17eff993386f.png,fsrcnn,27.699942426477172,0.8717188528916333
APTOS,17eff993386f.png,srcnn,36.84511103095471,0.9429920868445493
APTOS,18b06f56ab27.png,bicubic,36.72444197665216,0.8965943284129941
APTOS,18b06f56ab27.png,espcn,37.291527398212615,0.946141970208611
APTOS,18b06f56ab27.png,fsrcnn,34.546484148770176,0.8805818303837402
APTOS,18b06f56ab27.png,srcnn,37.344449728608645,0.9500457064730309
APTOS,194814669fee.png,bicubic,38.34988077934723,0.8968963317298756
APTOS,194814669fee.png,espcn,40.23283212576122,0.9545505368649926
APTOS,194814669fee.png,fsrcnn,35.073033893506455,0.9020786712145474
APTOS,194814669fee.png,srcnn,39.92409757646912,0.9536148756346355
APTOS,19722bff5a09.png,bicubic,37.03697986717826,0.8959855669470683
APTOS,19722bff5a09.png,espcn,37.90540086776054,0.9504491844449626
APTOS,19722bff5a09.png,fsrcnn,33.723629863202945,0.897009320078812
APTOS,19722bff5a09.png,srcnn,37.96999702945446,0.9520803182647207
APTOS,19e350c7c83c.png,bicubic,37.02095097310951,0.89573395939821
APTOS,19e350c7c83c.png,espcn,37.88156861896531,0.949991578847387
APTOS,19e350c7c83c.png,fsrcnn,33.72022065203626,0.8969464521129208
APTOS,19e350c7c83c.png,srcnn,37.95151775356735,0.9518481951673797
APTOS,1a03a7970337.png,bicubic,37.97272254526915,0.8958320509433406
APTOS,1a03a7970337.png,espcn,39.27540115868787,0.9570891952407701
APTOS,1a03a7970337.png,fsrcnn,35.46307737687149,0.9090720162258185
APTOS,1a03a7970337.png,srcnn,39.060353212189405,0.9550566797656215
APTOS,1b329a127307.png,bicubic,38.20421159545678,0.8984353636586081
APTOS,1b329a127307.png,espcn,29.98873654397737,0.957045802289314
APTOS,1b329a127307.png,fsrcnn,23.97902339497376,0.7539236571118045
APTOS,1b329a127307.png,srcnn,35.84131262594881,0.9655025260703063
APTOS,1bb0ddfe753a.png,bicubic,37.819294424325044,0.8929171272861846
APTOS,1bb0ddfe753a.png,espcn,39.020496692990974,0.9454001432509324
APTOS,1bb0ddfe753a.png,fsrcnn,35.199370913767055,0.8867656368741471
APTOS,1bb0ddfe753a.png,srcnn,39.017027138364696,0.9458796488687863
APTOS,1c0cf251b426.png,bicubic,37.64038368868402,0.8934952482517309
APTOS,1c0cf251b426.png,espcn,38.94365271155577,0.9487917228782052
APTOS,1c0cf251b426.png,fsrcnn,33.12768605829974,0.896695206228399
APTOS,1c0cf251b426.png,srcnn,38.760806483586634,0.9499507326315101
APTOS,1c3a6b4449e9.png,bicubic,38.038793952942484,0.8974509820759172
APTOS,1c3a6b4449e9.png,espcn,39.41630216765253,0.9578557887725142
APTOS,1c3a6b4449e9.png,fsrcnn,35.99273586146552,0.8958229259736
APTOS,1c3a6b4449e9.png,srcnn,39.240681967230564,0.954187729212987
APTOS,1d11794057ff.png,bicubic,38.9929542765137,0.8960109320317194
APTOS,1d11794057ff.png,espcn,39.635422556352154,0.9675030630098559
APTOS,1d11794057ff.png,fsrcnn,34.260583286866435,0.9515257663258665
APTOS,1d11794057ff.png,srcnn,40.33977274556882,0.9462080925855462
APTOS,1d674e2e32e0.png,bicubic,37.86274553881078,0.9065634779598316
APTOS,1d674e2e32e0.png,espcn,38.87609805814439,0.9469939618572562
APTOS,1d674e2e32e0.png,fsrcnn,33.367669101175025,0.9069732745198191
APTOS,1d674e2e32e0.png,srcnn,38.923966159752105,0.9608562799445369
APTOS,1df3e03a8f5f.png,bicubic,37.45954826215877,0.8976178268018445
APTOS,1df3e03a8f5f.png,espcn,38.465441838836014,0.9488682680716917
APTOS,1df3e03a8f5f.png,fsrcnn,35.01036337192823,0.8930849483857521
APTOS,1df3e03a8f5f.png,srcnn,38.14474280331552,0.9468961733831879
APTOS,1e8a1fdee5b9.png,bicubic,37.44548919293742,0.8991621982050734
APTOS,1e8a1fdee5b9.png,espcn,38.5443999055745,0.9596757383879483
APTOS,1e8a1fdee5b9.png,fsrcnn,34.96287363479032,0.9013511047549088
APTOS,1e8a1fdee5b9.png,srcnn,38.30004141927295,0.9559180317918731
APTOS,200d947f75db.png,bicubic,38.19179392489932,0.8968479660778642
APTOS,200d947f75db.png,espcn,39.25574239750371,0.9371579897451793
APTOS,200d947f75db.png,fsrcnn,36.401175193014275,0.8714515524922205
APTOS,200d947f75db.png,srcnn,39.258339051705214,0.9434448908867524
APTOS,22098b1fe461.png,bicubic,37.58945923404649,0.9067413243763279
APTOS,22098b1fe461.png,espcn,37.97565651514256,0.9341457105476082
APTOS,22098b1fe461.png,fsrcnn,35.73651140457645,0.8257681873242121
APTOS,22098b1fe461.png,srcnn,38.10498789382904,0.9501208790763437
APTOS,22325552a4e3.png,bicubic,37.87255455867902,0.8981989800019461
APTOS,22325552a4e3.png,espcn,39.05720369093851,0.9546615436085227
APTOS,22325552a4e3.png,fsrcnn,35.630815511833454,0.8939717984375642
APTOS,22325552a4e3.png,srcnn,38.870163503482324,0.951958688518542
APTOS,22a6da005395.png,bicubic,37.3754879733138,0.8948256189725005
APTOS,22a6da005395.png,espcn,38.54535850616535,0.9525184618588046
APTOS,22a6da005395.png,fsrcnn,28.830883866043738,0.899892754725451
APTOS,22a6da005395.png,srcnn,38.483460880903245,0.9531920417297194
APTOS,248139c423c4.png,bicubic,37.57258598162068,0.9029936803285886
APTOS,248139c423c4.png,espcn,33.64585891065059,0.9677243010047123
APTOS,248139c423c4.png,fsrcnn,25.65363256851478,0.8862559093259517
APTOS,248139c423c4.png,srcnn,37.91950864967441,0.964244683478975
APTOS,24b943fe725e.png,bicubic,38.76406441270983,0.8999656817075891
APTOS,24b943fe725e.png,espcn,40.25809124919903,0.9481295453177192
APTOS,24b943fe725e.png,fsrcnn,35.47613571791415,0.9191286372689772
APTOS,24b943fe725e.png,srcnn,40.16433900949111,0.9516175753130378
APTOS,259d30f693b6.png,bicubic,37.23427536486739,0.8928560772455566
APTOS,259d30f693b6.png,espcn,36.59477955114557,0.9158884575722105
APTOS,259d30f693b6.png,fsrcnn,32.55706085656394,0.8552494217756629
APTOS,259d30f693b6.png,srcnn,37.23861081626923,0.9251957959268386
APTOS,25e9fd872182.png,bicubic,38.046004195069216,0.8972584665851038
APTOS,25e9fd872182.png,espcn,39.55342269287335,0.9485883356884512
APTOS,25e9fd872182.png,fsrcnn,33.032891357006605,0.8896860941685444
APTOS,25e9fd872182.png,srcnn,39.26200836240602,0.9487648701871322
APTOS,274f5029189b.png,bicubic,38.087734328918934,0.8937803768306644
APTOS,274f5029189b.png,espcn,39.528882447421026,0.9532179480260377
APTOS,274f5029189b.png,fsrcnn,34.33472854238521,0.903209068821314
APTOS,274f5029189b.png,srcnn,39.485039702258945,0.953102609606577
APTOS,278aa860dffd.png,bicubic,37.899925871698336,0.8941850915379418
APTOS,278aa860dffd.png,espcn,39.42223624694475,0.9545687763975748
APTOS,278aa860dffd.png,fsrcnn,35.69445394746411,0.9056687370229285
APTOS,278aa860dffd.png,srcnn,39.037858945316366,0.9520657873336075
APTOS,27e4c800a449.png,bicubic,38.35760073609936,0.8916263847255165
APTOS,27e4c800a449.png,espcn,40.05601629907731,0.9444841532154836
APTOS,27e4c800a449.png,fsrcnn,35.919511825640875,0.8903432686548077
APTOS,27e4c800a449.png,srcnn,39.75876020273172,0.944153380911187
APTOS,28f98cfe3858.png,bicubic,37.30419110324934,0.9036890915535984
APTOS,28f98cfe3858.png,espcn,38.20691058918108,0.9528047224897578
APTOS,28f98cfe3858.png,fsrcnn,34.04074613460547,0.9232974636487675
APTOS,28f98cfe3858.png,srcnn,38.155112376931385,0.9628666496093882
APTOS,2994f17f58a5.png,bicubic,38.256014550288675,0.9024413993157339
APTOS,2994f17f58a5.png,espcn,39.76512197340056,0.9552946245179545
APTOS,2994f17f58a5.png,fsrcnn,32.738480717874154,0.888937270271075
APTOS,2994f17f58a5.png,srcnn,39.15381890462402,0.9480991759531497
APTOS,29b52f64d2db.png,bicubic,38.06747136238806,0.908266353883366
APTOS,29b52f64d2db.png,espcn,38.84685053030897,0.9409625496250826
APTOS,29b52f64d2db.png,fsrcnn,31.912627407126884,0.7968252713886823
APTOS,29b52f64d2db.png,srcnn,39.27935037447107,0.954317545134091
APTOS,2a08ed6bbcbc.png,bicubic,36.70128408594629,0.8985891619225489
APTOS,2a08ed6bbcbc.png,espcn,37.24732761711812,0.9532093820470329
APTOS,2a08ed6bbcbc.png,fsrcnn,30.2735118180372,0.8827006593955363
APTOS,2a08ed6bbcbc.png,srcnn,37.17150364829816,0.9523936967870418
APTOS,2a8a9e957a6c.png,bicubic,37.93464250816936,0.8952053864560057
APTOS,2a8a9e957a6c.png,espcn,39.579320950714944,0.9564218868502085
APTOS,2a8a9e957a6c.png,fsrcnn,36.42464300622477,0.909676692988131
APTOS,2a8a9e957a6c.png,srcnn,39.19305097145615,0.9545827461128177
APTOS,2d7666b8884f.png,bicubic,38.52026358756306,0.9040468518243125
APTOS,2d7666b8884f.png,espcn,39.504056562996446,0.9376407536880541
APTOS,2d7666b8884f.png,fsrcnn,35.70841672399131,0.8977308009281854
APTOS,2d7666b8884f.png,srcnn,39.330838402811295,0.9408499214618108
APTOS,2d9d97a6e713.png,bicubic,37.56460623657102,0.8944589530557098
APTOS,2d9d97a6e713.png,espcn,38.666224036340815,0.9548808136364214
APTOS,2d9d97a6e713.png,fsrcnn,28.564733445985674,0.9025873521483095
APTOS,2d9d97a6e713.png,srcnn,38.860925994457865,0.9551920414088197
APTOS,2ecbc2e3f239.png,bicubic,37.865375978160415,0.8988002300140341
APTOS,2ecbc2e3f239.png,espcn,38.73878180887079,0.9344521515016933
APTOS,2ecbc2e3f239.png,fsrcnn,35.8185582144681,0.9132644034998791
APTOS,2ecbc2e3f239.png,srcnn,38.7332018525155,0.9488228923764557
APTOS,2f2e1949ad56.png,bicubic,38.01521243861159,0.8976694503320779
APTOS,2f2e1949ad56.png,espcn,39.55965698668589,0.9548380061298506
APTOS,2f2e1949ad56.png,fsrcnn,37.0300936666776,0.9047687749898038
APTOS,2f2e1949ad56.png,srcnn,39.186544907578956,0.9532251983449468
APTOS,2f4e81787d9b.png,bicubic,37.86782244392836,0.9012115962728705
APTOS,2f4e81787d9b.png,espcn,38.71495999032212,0.9393585216527204
APTOS,2f4e81787d9b.png,fsrcnn,34.98014951264266,0.9159747861102704
APTOS,2f4e81787d9b.png,srcnn,38.84101170989205,0.9532891051602418
APTOS,3044022c6969.png,bicubic,36.92934429388642,0.8997058054917971
APTOS,3044022c6969.png,espcn,37.17615316740471,0.9447582723507533
APTOS,3044022c6969.png,fsrcnn,33.74781453540529,0.8859374958417506
APTOS,3044022c6969.png,srcnn,37.24922589071953,0.9471966478375622
APTOS,30941b65348b.png,bicubic,36.552354285462854,0.8963463052892001
APTOS,30941b65348b.png,espcn,37.1022597120541,0.9489862201062335
APTOS,30941b65348b.png,fsrcnn,32.296725467203515,0.8942269381762409
APTOS,30941b65348b.png,srcnn,37.233915994446235,0.9510117999948896
APTOS,30cab14951ac.png,bicubic,38.50410889488532,0.8982623906822179
APTOS,30cab14951ac.png,espcn,38.68852644628341,0.9522612025620413
APTOS,30cab14951ac.png,fsrcnn,31.760071925929807,0.8790991734000886
APTOS,30cab14951ac.png,srcnn,40.01629144637746,0.9545146518973286
APTOS,31cb39681f6a.png,bicubic,38.362417542396734,0.9018838296571206
APTOS,31cb39681f6a.png,espcn,39.604799969036826,0.9494902507868931
APTOS,31cb39681f6a.png,fsrcnn,36.09522812905224,0.9225479003277632
APTOS,31cb39681f6a.png,srcnn,39.610235784015686,0.9567975841937032
APTOS,33105f9b3a04.png,bicubic,37.85936907147805,0.8948321041432824
APTOS,33105f9b3a04.png,espcn,39.26797124420693,0.9532080286498648
APTOS,33105f9b3a04.png,fsrcnn,35.279895136625136,0.8970844068209757
APTOS,33105f9b3a04.png,srcnn,38.882636892911776,0.9508581899627356
APTOS,33b893e18eb3.png,bicubic,36.82099692542235,0.9009085117674687
APTOS,33b893e18eb3.png,espcn,37.44805886406896,0.9510164002488475
APTOS,33b893e18eb3.png,fsrcnn,30.404677410788253,0.8760081840853012
APTOS,33b893e18eb3.png,srcnn,37.213011018952834,0.9499836577059716
APTOS,33ffddea8c6e.png,bicubic,37.04597357648639,0.8782834461347501
APTOS,33ffddea8c6e.png,espcn,36.63695225930644,0.9082766537376274
APTOS,33ffddea8c6e.png,fsrcnn,33.15729175987285,0.8645400936453651
APTOS,33ffddea8c6e.png,srcnn,37.187566570723966,0.9064479905206912
APTOS,3461dc601cc2.png,bicubic,38.82072093858612,0.901432390944762
APTOS,3461dc601cc2.png,espcn,36.755507148172676,0.9638464608715864
APTOS,3461dc601cc2.png,fsrcnn,26.061446487525252,0.8676644112009924
APTOS,3461dc601cc2.png,srcnn,39.32745383114873,0.9649352167098195
APTOS,358d2224de73.png,bicubic,38.21564267595828,0.9036039958031624
APTOS,358d2224de73.png,espcn,39.34314067591796,0.9453024360769807
APTOS,358d2224de73.png,fsrcnn,36.78137646690064,0.921580505275676
APTOS,358d2224de73.png,srcnn,39.46937618457289,0.9590153997207066
APTOS,35aa7f5c2ec0.png,bicubic,38.331107954157076,0.8983126894985959
APTOS,35aa7f5c2ec0.png,espcn,40.24415845457818,0.9600522267261485
APTOS,35aa7f5c2ec0.png,fsrcnn,36.732820602070284,0.9137839444645929
APTOS,35aa7f5c2ec0.png,srcnn,39.9694527140974,0.9605791956505874
APTOS,35d6c4c50072.png,bicubic,37.32585865082666,0.8949769371513591
APTOS,35d6c4c50072.png,espcn,38.28194260842225,0.953412031702491
APTOS,35d6c4c50072.png,fsrcnn,35.884618747150554,0.9045800449885223
APTOS,35d6c4c50072.png,srcnn,38.07804409680797,0.9529694987596141
APTOS,36041171f441.png,bicubic,36.53164378454424,0.895249665740892
APTOS,36041171f441.png,espcn,37.06494674276846,0.9494267975081355
APTOS,36041171f441.png,fsrcnn,30.85097198211529,0.8901124738156723
APTOS,36041171f441.png,srcnn,37.29660485600345,0.950439848567625
